k	program	signature	category	signature_genes_in_background	top_n	overlap_n	overlap_top50_n	overlap_genes	overlap_top50_genes	p_value	neg_log10_p
20	14	sasp_inflammatory	sasp	20	100	2	1	MIF,TNFAIP6	TNFAIP6	0.1390168715158232	0.8569324892309466
20	14	ecm_degradation	ecm_remodeling	17	100	4	4	FN1,HTRA1,TIMP1,TIMP3	FN1,HTRA1,TIMP1,TIMP3	0.0018910338451440306	2.7233006982159047
20	14	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
20	14	angiogenesis_hypoxia	communication	9	100	1	0	MIF		0.26039353388855496	0.5843698044025643
20	14	paracrine_communication	communication	12	100	1	0	MIF		0.3312769380627967	0.4798087965982188
20	14	progenitor_interface	progenitor_interface	8	100	3	2	GDF5,PRG4,TIMP3	PRG4,TIMP3	0.001718612309643267	2.764822081877302
20	14	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
20	14	immune_contamination	contamination	13	100	0	0			1.0	-0.0
20	14	mural_contamination	contamination	10	100	0	0			1.0	-0.0
20	14	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
20	14	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
20	15	senescence_core	senescence	15	100	1	1	IGFBP7	IGFBP7	0.3954283587985156	0.4029321877586527
20	15	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
20	15	ecm_degradation	ecm_remodeling	17	100	1	1	ADAMTS4	ADAMTS4	0.43477131809319347	0.3617391140906241
20	15	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
20	15	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
20	15	paracrine_communication	communication	12	100	0	0			1.0	-0.0
20	15	progenitor_interface	progenitor_interface	8	100	3	3	MCAM,SPARCL1,THY1	MCAM,SPARCL1,THY1	0.001718612309643267	2.764822081877302
20	15	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
20	15	immune_contamination	contamination	13	100	0	0			1.0	-0.0
20	15	mural_contamination	contamination	10	100	10	10	ACTA2,ADGRF5,COX4I2,GJA4,MCAM,MYH11,RGS5,SYNPO2,TAGLN,TINAGL1	ACTA2,ADGRF5,COX4I2,GJA4,MCAM,MYH11,RGS5,SYNPO2,TAGLN,TINAGL1	9.519843714272747e-16	15.021370181298938
20	15	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
20	15	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
20	16	senescence_core	senescence	15	100	1	1	IGFBP7	IGFBP7	0.3954283587985156	0.4029321877586527
20	16	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
20	16	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
20	16	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
20	16	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
20	16	paracrine_communication	communication	12	100	0	0			1.0	-0.0
20	16	progenitor_interface	progenitor_interface	8	100	1	1	MCAM	MCAM	0.23515099238304482	0.6286531841066286
20	16	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
20	16	immune_contamination	contamination	13	100	0	0			1.0	-0.0
20	16	mural_contamination	contamination	10	100	2	1	MCAM,TAGLN	MCAM	0.04063591767848533	1.3910899281542373
20	16	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
20	16	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
20	17	senescence_core	senescence	15	100	0	0			1.0	-0.0
20	17	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
20	17	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
20	17	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
20	17	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
20	17	paracrine_communication	communication	12	100	0	0			1.0	-0.0
20	17	progenitor_interface	progenitor_interface	8	100	1	0	MCAM		0.23515099238304482	0.6286531841066286
20	17	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
20	17	immune_contamination	contamination	13	100	2	1	HLA-DQA1,HLA-DRA	HLA-DRA	0.06608603445253759	1.1798903075493172
20	17	mural_contamination	contamination	10	100	3	1	ADGRF5,MCAM,TINAGL1	ADGRF5	0.0035096309808797274	2.4547385448996337
20	17	endothelial_contamination	contamination	7	100	7	7	CLDN5,EMCN,FLT1,KDR,PECAM1,RAMP2,VWF	CLDN5,EMCN,FLT1,KDR,PECAM1,RAMP2,VWF	3.4013043043974614e-11	10.468354511316738
20	17	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
20	18	senescence_core	senescence	15	100	0	0			1.0	-0.0
20	18	sasp_inflammatory	sasp	20	100	5	3	CCL3,CCL4,CXCL3,CXCL8,TNFAIP3	CCL3,CCL4,CXCL8	0.00036573164700467856	3.436837458243198
20	18	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
20	18	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
20	18	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
20	18	paracrine_communication	communication	12	100	0	0			1.0	-0.0
20	18	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
20	18	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
20	18	immune_contamination	contamination	13	100	13	12	AIF1,C1QA,C1QB,C1QC,CD14,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	AIF1,C1QA,C1QB,C1QC,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	2.4194006414951792e-20	19.616292208536308
20	18	mural_contamination	contamination	10	100	0	0			1.0	-0.0
20	18	endothelial_contamination	contamination	7	100	1	0	PECAM1		0.20905583688604873	0.6797377023445434
20	18	cycling_contamination	contamination	10	100	1	0	UBE2C		0.2848110468007849	0.5454431699804685
20	19	senescence_core	senescence	15	100	0	0			1.0	-0.0
20	19	sasp_inflammatory	sasp	20	100	2	2	CCL4,TNFAIP3	CCL4,TNFAIP3	0.1390168715158232	0.8569324892309466
20	19	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
20	19	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
20	19	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
20	19	paracrine_communication	communication	12	100	0	0			1.0	-0.0
20	19	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
20	19	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
20	19	immune_contamination	contamination	13	100	4	1	HLA-DQA1,HLA-DRA,PTPRC,TYROBP	PTPRC	0.0006288798113881723	3.2014323469846766
20	19	mural_contamination	contamination	10	100	0	0			1.0	-0.0
20	19	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
20	19	cycling_contamination	contamination	10	100	4	0	CENPF,CEP55,MKI67,TOP2A		0.00019938319617339434	3.700311446408953
20	20	senescence_core	senescence	15	100	1	0	LMNB1		0.3954283587985156	0.4029321877586527
20	20	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
20	20	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
20	20	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
20	20	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
20	20	paracrine_communication	communication	12	100	1	0	TNFRSF12A		0.3312769380627967	0.4798087965982188
20	20	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
20	20	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
20	20	immune_contamination	contamination	13	100	2	0	HLA-DQA1,HLA-DRA		0.06608603445253759	1.1798903075493172
20	20	mural_contamination	contamination	10	100	0	0			1.0	-0.0
20	20	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
20	20	cycling_contamination	contamination	10	100	10	10	ASPM,BIRC5,CCNB2,CENPF,CEP55,MKI67,PIMREG,TOP2A,TPX2,UBE2C	ASPM,BIRC5,CCNB2,CENPF,CEP55,MKI67,PIMREG,TOP2A,TPX2,UBE2C	9.519843714272747e-16	15.021370181298938
22	1	senescence_core	senescence	15	100	0	0			1.0	-0.0
22	1	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
22	1	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
22	1	fibrocartilage_matrix	fibrocartilage	16	100	1	0	CILP		0.41542742069734107	0.3815048408184566
22	1	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
22	1	paracrine_communication	communication	12	100	0	0			1.0	-0.0
22	1	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
22	1	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
22	1	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	1	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	1	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	1	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	2	senescence_core	senescence	15	100	4	2	CDKN1A,GADD45B,GADD45G,IGFBP7	GADD45B,GADD45G	0.0011410500279847252	2.942695314038047
22	2	sasp_inflammatory	sasp	20	100	1	0	NFKBIA		0.4890811644551101	0.31061906245110604
22	2	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
22	2	fibrocartilage_matrix	fibrocartilage	16	100	8	4	CHAD,CILP,COMP,DCN,FRZB,MGP,PRELP,SCRG1	CHAD,COMP,DCN,FRZB	1.0791457984181856e-08	7.96691987582599
22	2	angiogenesis_hypoxia	communication	9	100	1	1	ADM	ADM	0.26039353388855496	0.5843698044025643
22	2	paracrine_communication	communication	12	100	0	0			1.0	-0.0
22	2	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
22	2	generic_stress	generic_stress	14	100	3	1	DDIT3,IER3,JUN	IER3	0.009672696775446087	2.014452426494684
22	2	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	2	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	2	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	2	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	3	senescence_core	senescence	15	100	1	0	TNFRSF10D		0.3954283587985156	0.4029321877586527
22	3	sasp_inflammatory	sasp	20	100	3	2	ICAM1,SAA1,SAA2	ICAM1,SAA1	0.02626499908109733	1.5806226100550231
22	3	ecm_degradation	ecm_remodeling	17	100	1	1	LOX	LOX	0.43477131809319347	0.3617391140906241
22	3	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
22	3	angiogenesis_hypoxia	communication	9	100	4	3	ADM,ANGPTL4,BNIP3,SLC2A1	ADM,ANGPTL4,BNIP3	0.00012272363799414472	3.9110717790684646
22	3	paracrine_communication	communication	12	100	1	1	ANGPTL4	ANGPTL4	0.3312769380627967	0.4798087965982188
22	3	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
22	3	generic_stress	generic_stress	14	100	8	5	DDIT4,FOS,HSPA5,MT1E,MT1M,MT1X,MT2A,TXNIP	DDIT4,MT1E,MT1M,MT1X,MT2A	2.6595794396900385e-09	8.57518703309156
22	3	immune_contamination	contamination	13	100	1	0	CD14		0.3533761800303181	0.45176272825891506
22	3	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	3	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	3	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	4	senescence_core	senescence	15	100	1	1	BTG2	BTG2	0.3954283587985156	0.4029321877586527
22	4	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
22	4	ecm_degradation	ecm_remodeling	17	100	2	2	ADAMTS5,MMP3	ADAMTS5,MMP3	0.10592506236370273	0.9750012716347
22	4	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
22	4	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
22	4	paracrine_communication	communication	12	100	0	0			1.0	-0.0
22	4	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
22	4	generic_stress	generic_stress	14	100	6	3	ATF3,DDIT4,FOS,JUN,MT1X,TXNIP	DDIT4,JUN,TXNIP	2.6565781849684616e-06	5.5756773979734415
22	4	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	4	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	4	endothelial_contamination	contamination	7	100	1	0	KDR		0.20905583688604873	0.6797377023445434
22	4	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	5	senescence_core	senescence	15	100	0	0			1.0	-0.0
22	5	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
22	5	ecm_degradation	ecm_remodeling	17	100	3	1	COL1A2,COL3A1,HTRA1	COL3A1	0.016822689959406997	1.7741045590065203
22	5	fibrocartilage_matrix	fibrocartilage	16	100	14	13	ACAN,CHAD,CILP,CILP2,COL11A1,COL2A1,COL9A2,COL9A3,COMP,DCN,FMOD,MGP,PRELP,SCRG1	ACAN,CILP,CILP2,COL11A1,COL2A1,COL9A2,COL9A3,COMP,DCN,FMOD,MGP,PRELP,SCRG1	7.912505864467558e-20	19.101685955090865
22	5	angiogenesis_hypoxia	communication	9	100	1	1	ANGPTL2	ANGPTL2	0.26039353388855496	0.5843698044025643
22	5	paracrine_communication	communication	12	100	0	0			1.0	-0.0
22	5	progenitor_interface	progenitor_interface	8	100	1	0	GDF5		0.23515099238304482	0.6286531841066286
22	5	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
22	5	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	5	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	5	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	5	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	6	senescence_core	senescence	15	100	1	0	BTG2		0.3954283587985156	0.4029321877586527
22	6	sasp_inflammatory	sasp	20	100	2	1	MIF,SOCS3	MIF	0.1390168715158232	0.8569324892309466
22	6	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
22	6	fibrocartilage_matrix	fibrocartilage	16	100	6	5	CHAD,CILP,COMP,DCN,FRZB,PRELP	CHAD,COMP,DCN,FRZB,PRELP	6.713623089927696e-06	5.1730430441662545
22	6	angiogenesis_hypoxia	communication	9	100	1	1	MIF	MIF	0.26039353388855496	0.5843698044025643
22	6	paracrine_communication	communication	12	100	3	3	CCN1,CCN2,MIF	CCN1,CCN2,MIF	0.006132741775973217	2.212345321246125
22	6	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
22	6	generic_stress	generic_stress	14	100	4	2	DDIT4,FOS,MT1E,TXNIP	MT1E,TXNIP	0.000858313528325089	3.0663540422803486
22	6	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	6	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	6	endothelial_contamination	contamination	7	100	1	0	CLDN5		0.20905583688604873	0.6797377023445434
22	6	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	7	senescence_core	senescence	15	100	0	0			1.0	-0.0
22	7	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
22	7	ecm_degradation	ecm_remodeling	17	100	1	1	MMP2	MMP2	0.43477131809319347	0.3617391140906241
22	7	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
22	7	angiogenesis_hypoxia	communication	9	100	1	1	CXCL12	CXCL12	0.26039353388855496	0.5843698044025643
22	7	paracrine_communication	communication	12	100	1	1	CXCL12	CXCL12	0.3312769380627967	0.4798087965982188
22	7	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
22	7	generic_stress	generic_stress	14	100	1	0	JUN		0.37475217407890277	0.42625583896605546
22	7	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	7	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	7	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	7	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	8	senescence_core	senescence	15	100	0	0			1.0	-0.0
22	8	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
22	8	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
22	8	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
22	8	angiogenesis_hypoxia	communication	9	100	1	1	CXCL12	CXCL12	0.26039353388855496	0.5843698044025643
22	8	paracrine_communication	communication	12	100	2	2	CCN1,CXCL12	CCN1,CXCL12	0.057116475362200825	1.243238600566202
22	8	progenitor_interface	progenitor_interface	8	100	1	1	THY1	THY1	0.23515099238304482	0.6286531841066286
22	8	generic_stress	generic_stress	14	100	3	0	FOS,JUN,PPP1R15A		0.009672696775446087	2.014452426494684
22	8	immune_contamination	contamination	13	100	1	1	HLA-DRA	HLA-DRA	0.3533761800303181	0.45176272825891506
22	8	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	8	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	8	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	9	senescence_core	senescence	15	100	5	3	BTG2,CDKN1A,GADD45B,HMOX1,TNFRSF10D	BTG2,CDKN1A,HMOX1	8.07881542610925e-05	4.092652313930708
22	9	sasp_inflammatory	sasp	20	100	12	7	CCL2,CXCL1,CXCL2,CXCL3,CXCL8,ICAM1,IL6,NFKBIA,PTGS2,SOCS3,TNFAIP3,TNFAIP6	CXCL2,CXCL3,ICAM1,IL6,NFKBIA,PTGS2,SOCS3	8.428934945030851e-14	13.074227298058277
22	9	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
22	9	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
22	9	angiogenesis_hypoxia	communication	9	100	1	1	HMOX1	HMOX1	0.26039353388855496	0.5843698044025643
22	9	paracrine_communication	communication	12	100	4	1	BMP2,CCN1,INHBA,TNFRSF12A	BMP2	0.0004466078378256083	3.3500736594675753
22	9	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
22	9	generic_stress	generic_stress	14	100	4	4	ATF3,HMOX1,IER3,PPP1R15A	ATF3,HMOX1,IER3,PPP1R15A	0.000858313528325089	3.0663540422803486
22	9	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	9	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	9	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	9	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	10	senescence_core	senescence	15	100	2	0	IGFBP5,TNFRSF10D		0.08528558800432069	1.0691243519392781
22	10	sasp_inflammatory	sasp	20	100	2	1	ICAM1,MIF	MIF	0.1390168715158232	0.8569324892309466
22	10	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
22	10	fibrocartilage_matrix	fibrocartilage	16	100	1	1	SOX9	SOX9	0.41542742069734107	0.3815048408184566
22	10	angiogenesis_hypoxia	communication	9	100	6	5	ADM,ANGPTL4,BNIP3,MIF,SLC2A1,VEGFA	ANGPTL4,BNIP3,MIF,SLC2A1,VEGFA	8.50051833556952e-08	7.070554591531095
22	10	paracrine_communication	communication	12	100	5	5	ANGPTL4,BMP2,MIF,TNFRSF12A,VEGFA	ANGPTL4,BMP2,MIF,TNFRSF12A,VEGFA	2.3058782535261737e-05	4.637163626450501
22	10	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
22	10	generic_stress	generic_stress	14	100	2	2	DDIT3,HSPA5	DDIT3,HSPA5	0.07548825739871948	1.1221205999412116
22	10	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	10	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	10	endothelial_contamination	contamination	7	100	1	0	FLT1		0.20905583688604873	0.6797377023445434
22	10	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	11	senescence_core	senescence	15	100	0	0			1.0	-0.0
22	11	sasp_inflammatory	sasp	20	100	1	0	CXCL1		0.4890811644551101	0.31061906245110604
22	11	ecm_degradation	ecm_remodeling	17	100	2	1	HTRA1,TIMP3	TIMP3	0.10592506236370273	0.9750012716347
22	11	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
22	11	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
22	11	paracrine_communication	communication	12	100	1	1	HBEGF	HBEGF	0.3312769380627967	0.4798087965982188
22	11	progenitor_interface	progenitor_interface	8	100	5	5	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	1.8119298257958483e-06	5.7418586261182485
22	11	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
22	11	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	11	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	11	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	11	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	12	senescence_core	senescence	15	100	0	0			1.0	-0.0
22	12	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
22	12	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
22	12	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
22	12	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
22	12	paracrine_communication	communication	12	100	0	0			1.0	-0.0
22	12	progenitor_interface	progenitor_interface	8	100	2	0	SPARCL1,THY1		0.02638974840707613	1.578564750209635
22	12	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
22	12	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	12	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	12	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	12	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	13	senescence_core	senescence	15	100	3	3	IGFBP3,IGFBP7,SERPINE1	IGFBP3,IGFBP7,SERPINE1	0.011805608462311426	1.92791162442478
22	13	sasp_inflammatory	sasp	20	100	1	1	SERPINE1	SERPINE1	0.4890811644551101	0.31061906245110604
22	13	ecm_degradation	ecm_remodeling	17	100	5	4	COL1A1,COL1A2,COL3A1,TGFBI,TIMP1	COL1A1,COL1A2,COL3A1,TGFBI	0.00015794076795008926	3.801505754662355
22	13	fibrocartilage_matrix	fibrocartilage	16	100	1	0	FMOD		0.41542742069734107	0.3815048408184566
22	13	angiogenesis_hypoxia	communication	9	100	1	1	ANGPTL2	ANGPTL2	0.26039353388855496	0.5843698044025643
22	13	paracrine_communication	communication	12	100	2	1	CCN2,TNFRSF12A	TNFRSF12A	0.057116475362200825	1.243238600566202
22	13	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
22	13	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
22	13	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	13	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	13	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	13	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	14	senescence_core	senescence	15	100	1	1	IGFBP5	IGFBP5	0.3954283587985156	0.4029321877586527
22	14	sasp_inflammatory	sasp	20	100	2	1	MIF,TNFAIP6	TNFAIP6	0.1390168715158232	0.8569324892309466
22	14	ecm_degradation	ecm_remodeling	17	100	4	4	FN1,HTRA1,TIMP1,TIMP3	FN1,HTRA1,TIMP1,TIMP3	0.0018910338451440306	2.7233006982159047
22	14	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
22	14	angiogenesis_hypoxia	communication	9	100	1	0	MIF		0.26039353388855496	0.5843698044025643
22	14	paracrine_communication	communication	12	100	1	0	MIF		0.3312769380627967	0.4798087965982188
22	14	progenitor_interface	progenitor_interface	8	100	3	2	GDF5,PRG4,TIMP3	PRG4,TIMP3	0.001718612309643267	2.764822081877302
22	14	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
22	14	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	14	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	14	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	14	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	15	senescence_core	senescence	15	100	0	0			1.0	-0.0
22	15	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
22	15	ecm_degradation	ecm_remodeling	17	100	7	5	COL1A1,COL1A2,COL3A1,MMP13,MMP2,POSTN,TGFBI	COL1A1,COL1A2,MMP2,POSTN,TGFBI	5.039778560775718e-07	6.297588545289776
22	15	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
22	15	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
22	15	paracrine_communication	communication	12	100	0	0			1.0	-0.0
22	15	progenitor_interface	progenitor_interface	8	100	1	1	THY1	THY1	0.23515099238304482	0.6286531841066286
22	15	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
22	15	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	15	mural_contamination	contamination	10	100	1	1	TAGLN	TAGLN	0.2848110468007849	0.5454431699804685
22	15	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	15	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	16	senescence_core	senescence	15	100	1	0	SERPINE1		0.3954283587985156	0.4029321877586527
22	16	sasp_inflammatory	sasp	20	100	4	3	IL11,PTGS2,SERPINE1,TNFAIP6	IL11,PTGS2,TNFAIP6	0.003567942938810839	2.4475820997997664
22	16	ecm_degradation	ecm_remodeling	17	100	2	0	COL3A1,MMP3		0.10592506236370273	0.9750012716347
22	16	fibrocartilage_matrix	fibrocartilage	16	100	3	2	COL11A1,COL2A1,SOX9	COL11A1,COL2A1	0.01418769182159589	1.8480882536391943
22	16	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
22	16	paracrine_communication	communication	12	100	6	4	BMP2,CCN1,IL11,INHBA,SPP1,TNFRSF12A	BMP2,IL11,INHBA,TNFRSF12A	8.625577339661828e-07	6.0642118264532
22	16	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
22	16	generic_stress	generic_stress	14	100	1	1	HSPA5	HSPA5	0.37475217407890277	0.42625583896605546
22	16	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	16	mural_contamination	contamination	10	100	0	0			1.0	-0.0
22	16	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	16	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	17	senescence_core	senescence	15	100	1	1	IGFBP7	IGFBP7	0.3954283587985156	0.4029321877586527
22	17	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
22	17	ecm_degradation	ecm_remodeling	17	100	1	1	ADAMTS4	ADAMTS4	0.43477131809319347	0.3617391140906241
22	17	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
22	17	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
22	17	paracrine_communication	communication	12	100	0	0			1.0	-0.0
22	17	progenitor_interface	progenitor_interface	8	100	3	3	MCAM,SPARCL1,THY1	MCAM,SPARCL1,THY1	0.001718612309643267	2.764822081877302
22	17	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
22	17	immune_contamination	contamination	13	100	0	0			1.0	-0.0
22	17	mural_contamination	contamination	10	100	10	10	ACTA2,ADGRF5,COX4I2,GJA4,MCAM,MYH11,RGS5,SYNPO2,TAGLN,TINAGL1	ACTA2,ADGRF5,COX4I2,GJA4,MCAM,MYH11,RGS5,SYNPO2,TAGLN,TINAGL1	9.519843714272747e-16	15.021370181298938
22	17	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
22	17	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
22	18	senescence_core	senescence	15	100	1	1	IGFBP7	IGFBP7	0.3954283587985156	0.4029321877586527
