k	program	signature	category	signature_genes_in_background	top_n	overlap_n	overlap_top50_n	overlap_genes	overlap_top50_genes	p_value	neg_log10_p
30	5	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	5	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	5	generic_stress	generic_stress	14	100	4	2	DDIT4,FOS,JUN,TXNIP	DDIT4,JUN	0.000858313528325089	3.0663540422803486
30	5	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	5	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	5	endothelial_contamination	contamination	7	100	1	0	KDR		0.20905583688604873	0.6797377023445434
30	5	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	6	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	6	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
30	6	ecm_degradation	ecm_remodeling	17	100	4	1	COL1A2,COL3A1,FN1,HTRA1	COL3A1	0.0018910338451440306	2.7233006982159047
30	6	fibrocartilage_matrix	fibrocartilage	16	100	14	12	ACAN,CHAD,CILP,CILP2,COL11A1,COL2A1,COL9A2,COL9A3,COMP,DCN,FMOD,MGP,PRELP,SCRG1	ACAN,CILP,CILP2,COL11A1,COL2A1,COL9A2,COL9A3,COMP,FMOD,MGP,PRELP,SCRG1	7.912505864467558e-20	19.101685955090865
30	6	angiogenesis_hypoxia	communication	9	100	1	1	ANGPTL2	ANGPTL2	0.26039353388855496	0.5843698044025643
30	6	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	6	progenitor_interface	progenitor_interface	8	100	1	0	GDF5		0.23515099238304482	0.6286531841066286
30	6	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	6	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	6	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	6	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	6	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	7	senescence_core	senescence	15	100	3	0	BTG2,CDKN1A,GADD45B		0.011805608462311426	1.92791162442478
30	7	sasp_inflammatory	sasp	20	100	2	2	MIF,SOCS3	MIF,SOCS3	0.1390168715158232	0.8569324892309466
30	7	ecm_degradation	ecm_remodeling	17	100	1	0	MMP3		0.43477131809319347	0.3617391140906241
30	7	fibrocartilage_matrix	fibrocartilage	16	100	4	1	CHAD,COL9A2,COL9A3,FRZB	CHAD	0.0014832472387454557	2.8287864514845102
30	7	angiogenesis_hypoxia	communication	9	100	1	1	MIF	MIF	0.26039353388855496	0.5843698044025643
30	7	paracrine_communication	communication	12	100	3	3	CCN1,CCN2,MIF	CCN1,CCN2,MIF	0.006132741775973217	2.212345321246125
30	7	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	7	generic_stress	generic_stress	14	100	6	3	DDIT4,FOS,MT1E,MT1X,MT2A,TXNIP	DDIT4,MT1E,TXNIP	2.6565781849684616e-06	5.5756773979734415
30	7	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	7	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	7	endothelial_contamination	contamination	7	100	1	0	CLDN5		0.20905583688604873	0.6797377023445434
30	7	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	8	senescence_core	senescence	15	100	2	1	IGFBP5,TNFRSF10D	IGFBP5	0.08528558800432069	1.0691243519392781
30	8	sasp_inflammatory	sasp	20	100	2	1	ICAM1,MIF	MIF	0.1390168715158232	0.8569324892309466
30	8	ecm_degradation	ecm_remodeling	17	100	1	0	HTRA1		0.43477131809319347	0.3617391140906241
30	8	fibrocartilage_matrix	fibrocartilage	16	100	1	1	SOX9	SOX9	0.41542742069734107	0.3815048408184566
30	8	angiogenesis_hypoxia	communication	9	100	5	5	ANGPTL4,BNIP3,MIF,SLC2A1,VEGFA	ANGPTL4,BNIP3,MIF,SLC2A1,VEGFA	3.97058562884604e-06	5.40114543363508
30	8	paracrine_communication	communication	12	100	5	5	ANGPTL4,BMP2,MIF,TNFRSF12A,VEGFA	ANGPTL4,BMP2,MIF,TNFRSF12A,VEGFA	2.3058782535261737e-05	4.637163626450501
30	8	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	8	generic_stress	generic_stress	14	100	2	2	DDIT3,HSPA5	DDIT3,HSPA5	0.07548825739871948	1.1221205999412116
30	8	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	8	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	8	endothelial_contamination	contamination	7	100	1	0	FLT1		0.20905583688604873	0.6797377023445434
30	8	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	9	senescence_core	senescence	15	100	5	3	BTG2,CDKN1A,GADD45B,HMOX1,TNFRSF10D	BTG2,CDKN1A,HMOX1	8.07881542610925e-05	4.092652313930708
30	9	sasp_inflammatory	sasp	20	100	12	7	CCL2,CXCL1,CXCL2,CXCL3,CXCL8,ICAM1,IL6,NFKBIA,PTGS2,SOCS3,TNFAIP3,TNFAIP6	CXCL2,CXCL3,ICAM1,IL6,NFKBIA,PTGS2,SOCS3	8.428934945030851e-14	13.074227298058277
30	9	ecm_degradation	ecm_remodeling	17	100	1	0	ADAMTS4		0.43477131809319347	0.3617391140906241
30	9	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	9	angiogenesis_hypoxia	communication	9	100	1	1	HMOX1	HMOX1	0.26039353388855496	0.5843698044025643
30	9	paracrine_communication	communication	12	100	3	1	BMP2,INHBA,TNFRSF12A	BMP2	0.006132741775973217	2.212345321246125
30	9	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	9	generic_stress	generic_stress	14	100	4	4	ATF3,HMOX1,IER3,PPP1R15A	ATF3,HMOX1,IER3,PPP1R15A	0.000858313528325089	3.0663540422803486
30	9	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	9	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	9	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	9	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	10	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	10	sasp_inflammatory	sasp	20	100	1	0	NFKBIA		0.4890811644551101	0.31061906245110604
30	10	ecm_degradation	ecm_remodeling	17	100	1	0	TIMP1		0.43477131809319347	0.3617391140906241
30	10	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	10	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	10	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	10	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	10	generic_stress	generic_stress	14	100	1	0	DDIT3		0.37475217407890277	0.42625583896605546
30	10	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	10	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	10	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	10	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	11	senescence_core	senescence	15	100	3	3	IGFBP3,IGFBP7,SERPINE1	IGFBP3,IGFBP7,SERPINE1	0.011805608462311426	1.92791162442478
30	11	sasp_inflammatory	sasp	20	100	1	1	SERPINE1	SERPINE1	0.4890811644551101	0.31061906245110604
30	11	ecm_degradation	ecm_remodeling	17	100	5	4	COL1A1,COL1A2,COL3A1,TGFBI,TIMP1	COL1A1,COL1A2,COL3A1,TGFBI	0.00015794076795008926	3.801505754662355
30	11	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	11	angiogenesis_hypoxia	communication	9	100	1	0	ANGPTL2		0.26039353388855496	0.5843698044025643
30	11	paracrine_communication	communication	12	100	1	1	TNFRSF12A	TNFRSF12A	0.3312769380627967	0.4798087965982188
30	11	progenitor_interface	progenitor_interface	8	100	1	0	THY1		0.23515099238304482	0.6286531841066286
30	11	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	11	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	11	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	11	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	11	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	12	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	12	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
30	12	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
30	12	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	12	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	12	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	12	progenitor_interface	progenitor_interface	8	100	1	0	SPARCL1		0.23515099238304482	0.6286531841066286
30	12	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	12	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	12	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	12	endothelial_contamination	contamination	7	100	1	0	RAMP2		0.20905583688604873	0.6797377023445434
30	12	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	13	senescence_core	senescence	15	100	2	0	HMOX1,IGFBP7		0.08528558800432069	1.0691243519392781
30	13	sasp_inflammatory	sasp	20	100	1	1	MIF	MIF	0.4890811644551101	0.31061906245110604
30	13	ecm_degradation	ecm_remodeling	17	100	1	0	FN1		0.43477131809319347	0.3617391140906241
30	13	fibrocartilage_matrix	fibrocartilage	16	100	6	4	CILP,COMP,DCN,FMOD,PRELP,SCRG1	CILP,DCN,FMOD,PRELP	6.713623089927696e-06	5.1730430441662545
30	13	angiogenesis_hypoxia	communication	9	100	3	1	ANGPTL2,HMOX1,MIF	MIF	0.0025165566454678286	2.599193289571539
30	13	paracrine_communication	communication	12	100	3	3	CCN1,CCN2,MIF	CCN1,CCN2,MIF	0.006132741775973217	2.212345321246125
30	13	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	13	generic_stress	generic_stress	14	100	1	0	HMOX1		0.37475217407890277	0.42625583896605546
30	13	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	13	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	13	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	13	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	14	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	14	sasp_inflammatory	sasp	20	100	3	1	CXCL1,CXCL8,VCAM1	CXCL1	0.02626499908109733	1.5806226100550231
30	14	ecm_degradation	ecm_remodeling	17	100	2	2	HTRA1,TIMP3	HTRA1,TIMP3	0.10592506236370273	0.9750012716347
30	14	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	14	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	14	paracrine_communication	communication	12	100	1	1	HBEGF	HBEGF	0.3312769380627967	0.4798087965982188
30	14	progenitor_interface	progenitor_interface	8	100	5	5	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	1.8119298257958483e-06	5.7418586261182485
30	14	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	14	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	14	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	14	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	14	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	15	senescence_core	senescence	15	100	1	1	IGFBP5	IGFBP5	0.3954283587985156	0.4029321877586527
30	15	sasp_inflammatory	sasp	20	100	1	1	TNFAIP6	TNFAIP6	0.4890811644551101	0.31061906245110604
30	15	ecm_degradation	ecm_remodeling	17	100	4	3	FN1,HTRA1,TIMP1,TIMP3	FN1,HTRA1,TIMP3	0.0018910338451440306	2.7233006982159047
30	15	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	15	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	15	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	15	progenitor_interface	progenitor_interface	8	100	3	3	GDF5,PRG4,TIMP3	GDF5,PRG4,TIMP3	0.001718612309643267	2.764822081877302
30	15	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	15	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	15	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	15	endothelial_contamination	contamination	7	100	1	0	CLDN5		0.20905583688604873	0.6797377023445434
30	15	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	16	senescence_core	senescence	15	100	1	1	GADD45A	GADD45A	0.3954283587985156	0.4029321877586527
30	16	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
30	16	ecm_degradation	ecm_remodeling	17	100	1	1	MMP2	MMP2	0.43477131809319347	0.3617391140906241
30	16	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	16	angiogenesis_hypoxia	communication	9	100	1	1	CXCL12	CXCL12	0.26039353388855496	0.5843698044025643
30	16	paracrine_communication	communication	12	100	1	1	CXCL12	CXCL12	0.3312769380627967	0.4798087965982188
30	16	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	16	generic_stress	generic_stress	14	100	3	1	ATF3,FOS,JUN	JUN	0.009672696775446087	2.014452426494684
30	16	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	16	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	16	endothelial_contamination	contamination	7	100	1	0	RAMP2		0.20905583688604873	0.6797377023445434
30	16	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	17	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	17	sasp_inflammatory	sasp	20	100	2	0	NFKBIA,TNFAIP3		0.1390168715158232	0.8569324892309466
30	17	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
30	17	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	17	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	17	paracrine_communication	communication	12	100	1	1	CCN1	CCN1	0.3312769380627967	0.4798087965982188
30	17	progenitor_interface	progenitor_interface	8	100	1	1	THY1	THY1	0.23515099238304482	0.6286531841066286
30	17	generic_stress	generic_stress	14	100	5	5	ATF3,DDIT3,FOS,JUN,PPP1R15A	ATF3,DDIT3,FOS,JUN,PPP1R15A	5.529551904587946e-05	4.257310060964683
30	17	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	17	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	17	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	17	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	18	senescence_core	senescence	15	100	2	1	GADD45A,GADD45B	GADD45A	0.08528558800432069	1.0691243519392781
30	18	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
30	18	ecm_degradation	ecm_remodeling	17	100	1	0	ADAMTS5		0.43477131809319347	0.3617391140906241
30	18	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	18	angiogenesis_hypoxia	communication	9	100	1	1	ADM	ADM	0.26039353388855496	0.5843698044025643
30	18	paracrine_communication	communication	12	100	1	1	HBEGF	HBEGF	0.3312769380627967	0.4798087965982188
30	18	progenitor_interface	progenitor_interface	8	100	3	3	HBEGF,ITGBL1,PRG4	HBEGF,ITGBL1,PRG4	0.001718612309643267	2.764822081877302
30	18	generic_stress	generic_stress	14	100	3	0	DDIT3,HSPA5,TXNIP		0.009672696775446087	2.014452426494684
30	18	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	18	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	18	endothelial_contamination	contamination	7	100	1	1	RAMP2	RAMP2	0.20905583688604873	0.6797377023445434
30	18	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	19	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	19	sasp_inflammatory	sasp	20	100	2	0	CCL2,VCAM1		0.1390168715158232	0.8569324892309466
30	19	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
30	19	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	19	angiogenesis_hypoxia	communication	9	100	1	1	CXCL12	CXCL12	0.26039353388855496	0.5843698044025643
30	19	paracrine_communication	communication	12	100	1	1	CXCL12	CXCL12	0.3312769380627967	0.4798087965982188
30	19	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	19	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	19	immune_contamination	contamination	13	100	1	1	HLA-DRA	HLA-DRA	0.3533761800303181	0.45176272825891506
30	19	mural_contamination	contamination	10	100	1	0	SYNPO2		0.2848110468007849	0.5454431699804685
30	19	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	19	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	20	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	20	sasp_inflammatory	sasp	20	100	2	1	CXCL2,IL6	IL6	0.1390168715158232	0.8569324892309466
30	20	ecm_degradation	ecm_remodeling	17	100	1	1	MMP2	MMP2	0.43477131809319347	0.3617391140906241
30	20	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	20	angiogenesis_hypoxia	communication	9	100	1	1	CXCL12	CXCL12	0.26039353388855496	0.5843698044025643
30	20	paracrine_communication	communication	12	100	1	1	CXCL12	CXCL12	0.3312769380627967	0.4798087965982188
30	20	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	20	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	20	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	20	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	20	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	20	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	21	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	21	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
30	21	ecm_degradation	ecm_remodeling	17	100	7	4	COL1A1,COL1A2,COL3A1,MMP13,MMP2,POSTN,TGFBI	COL1A1,COL1A2,MMP2,POSTN	5.039778560775718e-07	6.297588545289776
30	21	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	21	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	21	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	21	progenitor_interface	progenitor_interface	8	100	1	1	THY1	THY1	0.23515099238304482	0.6286531841066286
30	21	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	21	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	21	mural_contamination	contamination	10	100	1	1	TAGLN	TAGLN	0.2848110468007849	0.5454431699804685
30	21	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	21	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	22	senescence_core	senescence	15	100	1	1	IGFBP7	IGFBP7	0.3954283587985156	0.4029321877586527
30	22	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
30	22	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
30	22	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	22	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	22	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	22	progenitor_interface	progenitor_interface	8	100	2	2	SPARCL1,THY1	SPARCL1,THY1	0.02638974840707613	1.578564750209635
30	22	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	22	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	22	mural_contamination	contamination	10	100	1	1	TAGLN	TAGLN	0.2848110468007849	0.5454431699804685
30	22	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	22	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	23	senescence_core	senescence	15	100	1	0	SERPINE1		0.3954283587985156	0.4029321877586527
30	23	sasp_inflammatory	sasp	20	100	4	3	IL11,PTGS2,SERPINE1,TNFAIP6	IL11,PTGS2,TNFAIP6	0.003567942938810839	2.4475820997997664
30	23	ecm_degradation	ecm_remodeling	17	100	1	0	MMP3		0.43477131809319347	0.3617391140906241
30	23	fibrocartilage_matrix	fibrocartilage	16	100	3	1	COL11A1,COL2A1,SOX9	COL2A1	0.01418769182159589	1.8480882536391943
30	23	angiogenesis_hypoxia	communication	9	100	1	0	ANGPTL4		0.26039353388855496	0.5843698044025643
30	23	paracrine_communication	communication	12	100	7	5	ANGPTL4,BMP2,CCN1,IL11,INHBA,SPP1,TNFRSF12A	BMP2,CCN1,IL11,INHBA,TNFRSF12A	2.3512173889923828e-08	7.628707214994515
30	23	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	23	generic_stress	generic_stress	14	100	2	1	HSPA5,IER3	HSPA5	0.07548825739871948	1.1221205999412116
30	23	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	23	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	23	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	23	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	24	senescence_core	senescence	15	100	1	1	IGFBP7	IGFBP7	0.3954283587985156	0.4029321877586527
30	24	sasp_inflammatory	sasp	20	100	1	0	TNFAIP3		0.4890811644551101	0.31061906245110604
30	24	ecm_degradation	ecm_remodeling	17	100	1	1	ADAMTS4	ADAMTS4	0.43477131809319347	0.3617391140906241
30	24	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	24	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	24	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	24	progenitor_interface	progenitor_interface	8	100	3	1	MCAM,SPARCL1,THY1	MCAM	0.001718612309643267	2.764822081877302
30	24	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	24	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	24	mural_contamination	contamination	10	100	10	10	ACTA2,ADGRF5,COX4I2,GJA4,MCAM,MYH11,RGS5,SYNPO2,TAGLN,TINAGL1	ACTA2,ADGRF5,COX4I2,GJA4,MCAM,MYH11,RGS5,SYNPO2,TAGLN,TINAGL1	9.519843714272747e-16	15.021370181298938
30	24	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	24	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	25	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	25	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
30	25	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
30	25	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	25	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	25	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	25	progenitor_interface	progenitor_interface	8	100	1	1	MCAM	MCAM	0.23515099238304482	0.6286531841066286
30	25	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	25	immune_contamination	contamination	13	100	1	0	HLA-DRA		0.3533761800303181	0.45176272825891506
30	25	mural_contamination	contamination	10	100	1	1	MCAM	MCAM	0.2848110468007849	0.5454431699804685
30	25	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	25	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	26	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	26	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
30	26	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
30	26	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	26	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	26	paracrine_communication	communication	12	100	0	0			1.0	-0.0
