program_id	score_column	group_type	group	n_cells	mean_score	median_score	q25_score	q75_score	high_score_fraction
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	celltype	Ch.4(CFD)	2224	-0.2846062373011898	-0.3093452247798333	-0.44188971105773867	-0.1553379239212283	0.018884892086330936
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	celltype	Ch.5(cycling)	292	-0.42490929828370905	-0.4195631938240696	-0.5733182199520773	-0.27638779741987746	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	celltype	PCL.1	2880	-0.5834470219084061	-0.5865708766025501	-0.6875747704830062	-0.4960965629165412	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	celltype	PCL.2	2016	-0.5956244510052533	-0.6012999310755356	-0.7297455732920344	-0.48489257229134725	0.000496031746031746
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy	abnormal|inner	8966	0.26058069790388305	0.1845149820701986	-0.19693769466792638	0.641184546513764	0.4373187597590899
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy	abnormal|outer	5501	-0.01049729789260837	-0.102926839673981	-0.34930483638563736	0.17554678482247799	0.20105435375386294
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy	normal|inner	6849	0.07271020056394129	0.0630869754376667	-0.13755263760394482	0.2733496233875134	0.2401810483282231
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy	normal|outer	7370	-0.37674532772882113	-0.4843995641371528	-0.63917837809095	-0.18577079061331048	0.06784260515603799
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	abnormal|Ch.1(CHAD)	1845	0.49446985001994853	0.4035699202446283	-0.0004120871232940998	0.9230804174993453	0.564769647696477
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	abnormal|Ch.2(FNDC1)	5950	-0.07761797657756292	-0.09762289406407722	-0.29405902405982337	0.10755477928300192	0.11899159663865547
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	abnormal|Ch.3(PRG4)	4280	0.6270173138191683	0.6055657305142303	0.2994115407213068	0.9247145781292636	0.7574766355140187
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	abnormal|Ch.4(CFD)	1238	-0.2099246778964808	-0.23061987736534573	-0.3642889269276957	-0.08821918905174875	0.02827140549273021
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	abnormal|Ch.5(cycling)	288	-0.42056864842091596	-0.4189892942135426	-0.5658694063872955	-0.2751915082685275	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	abnormal|PCL.1	688	-0.5466072661686369	-0.5512364400646275	-0.6279855627821174	-0.47561460194294797	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	abnormal|PCL.2	178	-0.5528471516420178	-0.5678274408456268	-0.651854168585399	-0.4461519490084957	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	normal|Ch.1(CHAD)	8544	0.05024699013794654	0.04773876607493652	-0.16485347987724017	0.2645455091533073	0.230688202247191
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	normal|Ch.2(FNDC1)	206	-0.03180460022532656	-0.04988353470391066	-0.24013526368935617	0.1723394221351943	0.15048543689320387
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	normal|Ch.3(PRG4)	449	0.18102795387738366	0.18063455246497362	0.04754915444470259	0.3195476148685432	0.30066815144766146
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	normal|Ch.4(CFD)	986	-0.37837476726369446	-0.3982462442425626	-0.5067755729325012	-0.266717203585198	0.007099391480730223
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	normal|Ch.5(cycling)	4	-0.7374360884048122	-0.7296970990738081	-0.7985775330546904	-0.66855565442393	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	normal|PCL.1	2192	-0.5950098649508154	-0.6040698433072469	-0.7071768823565986	-0.5041451024780249	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_celltype	normal|PCL.2	1838	-0.5997671927281348	-0.6036217386330152	-0.7324307811860186	-0.48701381336352567	0.000544069640914037
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	inner|Ch.1(CHAD)	6979	0.13175943314780558	0.08116425901802388	-0.1254771396727693	0.32710076079441863	0.282132110617567
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	inner|Ch.2(FNDC1)	3904	-0.09629359802387066	-0.12047085151124866	-0.3221196609329726	0.10143878364214878	0.11116803278688525
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	inner|Ch.3(PRG4)	4222	0.6115810845276338	0.5821631984063227	0.28677864661723385	0.8987506423809396	0.7484604452865941
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	inner|Ch.4(CFD)	216	-0.26751866845866523	-0.2671419349889911	-0.4042579469202776	-0.13576881491115292	0.013888888888888888
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	inner|Ch.5(cycling)	233	-0.42950802641883884	-0.4226280527411495	-0.5715482653193534	-0.298153994299469	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	inner|PCL.1	221	-0.5093862203931586	-0.5113105635221571	-0.5823343508514262	-0.4285460636389506	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	inner|PCL.2	40	-0.5230439452703869	-0.5103270858782472	-0.6419778670102068	-0.40613097407208226	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	outer|Ch.1(CHAD)	3410	0.12377069591990764	0.07330088523835557	-0.19817217463102893	0.37267938587100985	0.306158357771261
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	outer|Ch.2(FNDC1)	2252	-0.04105173250343052	-0.06192493821662924	-0.23905876251693398	0.11778515686888422	0.13543516873889877
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	outer|Ch.3(PRG4)	507	0.36059233838523674	0.18570516175440768	-0.09908370877308659	0.697300500174635	0.4280078895463511
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	outer|Ch.4(CFD)	2008	-0.28644434231612265	-0.31465424798323294	-0.4432522407618664	-0.15933046113868723	0.01942231075697211
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	outer|Ch.5(cycling)	59	-0.4067482193771796	-0.40200670060302357	-0.5980845412799825	-0.1984706236793286	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	outer|PCL.1	2659	-0.5896025078560819	-0.5946666501401442	-0.696349793958756	-0.5027360001227268	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy_celltype	outer|PCL.2	1976	-0.597093692012032	-0.6021626333860453	-0.7302665596524109	-0.48587385946985373	0.0005060728744939271
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|inner|Ch.1(CHAD)	714	0.627961833479205	0.5709324374088625	0.10287674789362562	1.1282103668157544	0.6470588235294118
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|inner|Ch.2(FNDC1)	3779	-0.1015846410772111	-0.12580895489489252	-0.32715030415577817	0.09444600437212763	0.10796507012437152
