gene	n_datasets	n_tissues	tissues	weighted_delta_s1_minus_s2	stouffer_z	p_value	n_positive_datasets	n_negative_datasets	fdr	evidence_tier
VAV2	1	1	synovium	0.20141686655763297	0.5107533056261918	0.6095238095238096	1	0	0.9391603726233115	mixed_or_weak
PNISR	1	1	synovium	0.16151520274655334	0.5107533056261918	0.6095238095238096	1	0	0.9391603726233115	mixed_or_weak
HCG8	1	1	synovium	0.15301836455900153	0.5107533056261918	0.6095238095238096	1	0	0.9391603726233115	mixed_or_weak
TMEM208	1	1	synovium	0.12682175744760854	0.5107533056261918	0.6095238095238096	1	0	0.9391603726233115	mixed_or_weak
ARHGEF12	1	1	synovium	0.11514183267129251	0.5107533056261918	0.6095238095238096	1	0	0.9391603726233115	mixed_or_weak
CUL3	1	1	synovium	0.05131182699535032	0.5107533056261918	0.6095238095238096	1	0	0.9391603726233115	mixed_or_weak
GCLM	1	1	synovium	0.048819413140160764	0.5107533056261918	0.6095238095238096	1	0	0.9391603726233115	mixed_or_weak
STX16	1	1	synovium	0.0460613157937579	0.5107533056261918	0.6095238095238096	1	0	0.9391603726233115	mixed_or_weak
WDR44	1	1	synovium	0.004893720565900527	0.5107533056261918	0.6095238095238096	1	0	0.9391603726233115	mixed_or_weak
OR3A1	1	1	cartilage	0.29514648997403936	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
LOC283214	1	1	cartilage	0.25791371549118813	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
OR5P2	1	1	cartilage	0.2461276205893444	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
KLK9	1	1	cartilage	0.24508251521571292	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
LINC00307	1	1	cartilage	0.24261813691848727	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
WNT6	1	1	cartilage	0.24003779205319437	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
OR4M1	1	1	cartilage	0.20061159280494753	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
KRTAP10-1	1	1	cartilage	0.19540392593843847	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
DSCR8	1	1	cartilage	0.18844941475357085	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
OR8H3	1	1	cartilage	0.18511613693805867	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
LOC100506172	1	1	cartilage	0.1742428512040412	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
CEACAM18	1	1	cartilage	0.15432928895408773	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
LRRC18	1	1	cartilage	0.08540261003270919	0.5100842752705435	0.6099924211782375	1	0	0.9391603726233115	mixed_or_weak
CD48	3	2	cartilage;synovium	0.10776565220529266	0.5100164439222318	0.6100399414985265	2	1	0.9391603726233115	candidate_S1_high
KLK5	3	2	cartilage;synovium	0.1499811033552875	0.509999508709154	0.6100518059854686	1	2	0.9391603726233115	mixed_or_weak
SYT1	3	2	cartilage;synovium	0.17402329497925706	0.5097695666286647	0.6102129091572231	1	2	0.9391603726233115	mixed_or_weak
CETN4P	2	2	cartilage;meniscus	0.37024541074853506	0.5097588291660486	0.6102204325536185	1	1	0.9391603726233115	mixed_or_weak
ZNF890P	2	2	cartilage;synovium	0.15942784682613545	0.5092010548749032	0.6106113037624284	1	1	0.9391603726233115	mixed_or_weak
MROH6	2	2	cartilage;synovium	0.2188763430238952	0.508436771220184	0.611147070718058	1	1	0.9391603726233115	mixed_or_weak
CCDC53	3	1	synovium	0.15728293420716105	0.5074644140679291	0.6118289992724523	2	1	0.9391603726233115	candidate_S1_high
DIO1	2	2	cartilage;synovium	-0.1299114323578191	0.5074508362501332	0.6118385239821574	1	1	0.9391603726233115	S2_high_or_inverse
NCAM1	3	2	meniscus;synovium	0.18947995668949538	0.5070131362001893	0.6121456015426758	1	2	0.9391603726233115	mixed_or_weak
ZNF382	2	2	cartilage;synovium	0.24479951226008648	0.5067876359673623	0.6123038325182899	1	1	0.9391603726233115	mixed_or_weak
KRT83	3	2	cartilage;synovium	0.22570298035986905	0.5066966558819056	0.6123676773405728	1	2	0.9391603726233115	mixed_or_weak
THSD7B	3	3	cartilage;meniscus;synovium	-0.054505706424731	0.5066727426201424	0.6123844588415204	1	2	0.9391603726233115	S2_high_or_inverse
STEAP1B	4	2	meniscus;synovium	0.09145834675797977	0.5063876928770745	0.6125845125586656	3	1	0.9391603726233115	candidate_S1_high
ZNF467	2	2	cartilage;synovium	0.13253756254472798	0.5061422611943631	0.6127567846515678	2	0	0.9391603726233115	candidate_S1_high
FKSG29	3	3	cartilage;meniscus;synovium	0.0644473407507242	0.5061343788381236	0.612762317747612	1	2	0.9391603726233115	mixed_or_weak
CRABP2	3	2	cartilage;synovium	0.12508523059201557	0.5061306298156347	0.6127649494178806	2	1	0.9391603726233115	candidate_S1_high
GCHFR	3	1	synovium	0.2341816541901683	0.5061270874737503	0.6127674360108653	2	1	0.9391603726233115	candidate_S1_high
KCNV1	3	3	cartilage;meniscus;synovium	-0.014480359965228983	0.5059383401222706	0.612899936117295	1	2	0.9391603726233115	S2_high_or_inverse
NARFL	2	2	meniscus;synovium	0.18842083695002404	0.5057410519906895	0.6130384453525767	1	1	0.9391603726233115	mixed_or_weak
RFESD	2	2	cartilage;synovium	0.4304328388035172	0.5055478008961786	0.613174133721891	2	0	0.9391603726233115	candidate_S1_high
DLEC1	3	2	meniscus;synovium	0.16115175260859366	0.5054725874135056	0.6132269473293603	2	1	0.9391603726233115	candidate_S1_high
ZNF574	2	1	synovium	0.41291545392089557	0.5043377490225087	0.614024054809768	1	1	0.9391603726233115	mixed_or_weak
TPM4	2	1	synovium	0.3608172763873426	0.5043377490225087	0.614024054809768	1	1	0.9391603726233115	mixed_or_weak
TEX264	2	1	synovium	0.3542150800741491	0.5043377490225087	0.614024054809768	1	1	0.9391603726233115	mixed_or_weak
EMC9	2	1	synovium	0.2579140866233526	0.5043377490225087	0.614024054809768	1	1	0.9391603726233115	mixed_or_weak
AKR1C1	2	1	synovium	0.1659754284958046	0.5043377490225087	0.614024054809768	1	1	0.9391603726233115	mixed_or_weak
STS	2	1	synovium	-0.03133066491908126	0.5043377490225087	0.614024054809768	1	1	0.9391603726233115	S2_high_or_inverse
MRPS11P1	2	1	synovium	-0.08805222300047642	0.5043377490225087	0.614024054809768	1	1	0.9391603726233115	S2_high_or_inverse
NR4A3	3	1	synovium	0.15414991030540376	0.5042644353747162	0.6140755658229935	2	1	0.9391603726233115	candidate_S1_high
MT1E	2	1	synovium	0.5411753259660745	0.5037732994117148	0.614420692707421	2	0	0.9391603726233115	candidate_S1_high
STX11	2	1	synovium	0.5322899532461843	0.5037732994117148	0.614420692707421	2	0	0.9391603726233115	candidate_S1_high
ACSF2	2	1	synovium	0.42826689628706227	0.5037732994117148	0.614420692707421	2	0	0.9391603726233115	candidate_S1_high
ARID5A	2	1	synovium	0.39341670532142975	0.5037732994117148	0.614420692707421	1	1	0.9391603726233115	mixed_or_weak
TMEM262	2	1	synovium	0.3009721105179622	0.5037732994117148	0.614420692707421	1	1	0.9391603726233115	mixed_or_weak
LOC102724250	2	1	synovium	0.299680757439457	0.5037732994117148	0.614420692707421	1	1	0.9391603726233115	mixed_or_weak
SIRPAP1	2	1	synovium	0.24544629432427967	0.5037732994117148	0.614420692707421	1	1	0.9391603726233115	mixed_or_weak
TOP3B	2	1	synovium	0.2356396544576017	0.5037732994117148	0.614420692707421	1	1	0.9391603726233115	mixed_or_weak
ZNF623	2	1	synovium	0.2066131724442062	0.5037732994117148	0.614420692707421	1	1	0.9391603726233115	mixed_or_weak
KIR3DS1	2	1	synovium	0.16107202723989913	0.5037732994117148	0.614420692707421	1	1	0.9391603726233115	mixed_or_weak
ABHD8	2	1	synovium	0.12371959668418037	0.5037732994117148	0.614420692707421	2	0	0.9391603726233115	candidate_S1_high
PCDHGA11	2	1	synovium	0.10949555715010302	0.5037732994117148	0.614420692707421	2	0	0.9391603726233115	candidate_S1_high
ANKRD11	2	1	synovium	0.07656902322183852	0.5037732994117148	0.614420692707421	1	1	0.9391603726233115	mixed_or_weak
LOC100652777	2	1	synovium	0.050597295475949024	0.5037732994117148	0.614420692707421	1	1	0.9391603726233115	mixed_or_weak
POM121C	2	1	synovium	0.4011155752468014	0.5027690234963142	0.6151266747231041	2	0	0.9391603726233115	candidate_S1_high
RFXAP	2	1	synovium	0.3923104540341628	0.5027690234963142	0.6151266747231041	2	0	0.9391603726233115	candidate_S1_high
RP1-8B22.1	2	1	synovium	0.3011259653269233	0.5027690234963142	0.6151266747231041	2	0	0.9391603726233115	candidate_S1_high
FGF21	2	1	synovium	0.26724255629402216	0.5027690234963142	0.6151266747231041	2	0	0.9391603726233115	candidate_S1_high
LAS1L	2	1	synovium	0.24292049900350537	0.5027690234963142	0.6151266747231041	2	0	0.9391603726233115	candidate_S1_high
LINC00950	2	1	synovium	0.23878018163292863	0.5027690234963142	0.6151266747231041	2	0	0.9391603726233115	candidate_S1_high
CARD16	2	2	cartilage;synovium	0.12707672465585196	0.5027172459971073	0.6151630827399771	2	0	0.9391603726233115	candidate_S1_high
POC1B-GALNT4	1	1	synovium	0.4282276661361708	0.5025445456953673	0.6152845260378943	1	0	0.9391603726233115	mixed_or_weak
HAVCR2	2	2	meniscus;synovium	0.29851008522983635	0.5023280286270918	0.6154367962899545	1	1	0.9391603726233115	mixed_or_weak
SKA1	4	3	cartilage;meniscus;synovium	0.09430974875374175	0.5021972053508967	0.6155288085798882	3	1	0.9391603726233115	candidate_S1_high
B3GALT4	2	1	synovium	0.21748031925617461	0.5019659421381488	0.6156914783512608	1	1	0.9391603726233115	mixed_or_weak
BACH2	2	1	synovium	0.13776574804836464	0.5019659421381488	0.6156914783512608	1	1	0.9391603726233115	mixed_or_weak
PNO1	2	1	synovium	0.10240993655713017	0.5019659421381488	0.6156914783512608	1	1	0.9391603726233115	mixed_or_weak
APOA1	2	1	synovium	0.5098322731515323	0.5013147657586167	0.6161496150706838	2	0	0.9391603726233115	candidate_S1_high
IER3	2	1	synovium	0.44637321499783966	0.5013147657586167	0.6161496150706838	2	0	0.9391603726233115	candidate_S1_high
GRB10	2	1	synovium	0.4203203266805528	0.5013147657586167	0.6161496150706838	2	0	0.9391603726233115	candidate_S1_high
HINFP	2	1	synovium	0.385085793630932	0.5013147657586167	0.6161496150706838	2	0	0.9391603726233115	candidate_S1_high
RP1-217P22.2	2	1	synovium	0.32474042981693824	0.5013147657586167	0.6161496150706838	2	0	0.9391603726233115	candidate_S1_high
AKAP5	2	1	synovium	0.30680613269243406	0.5013147657586167	0.6161496150706838	2	0	0.9391603726233115	candidate_S1_high
GEMIN6	2	1	synovium	0.2940032091155681	0.5013147657586167	0.6161496150706838	2	0	0.9391603726233115	candidate_S1_high
LOC257152	2	1	synovium	0.08918201166629194	0.5013147657586167	0.6161496150706838	2	0	0.9391603726233115	candidate_S1_high
HPCAL4	5	3	cartilage;meniscus;synovium	0.07320474112281893	0.5010010457064845	0.61637038697372	3	2	0.9391603726233115	candidate_S1_high
RFX7	3	2	meniscus;synovium	0.22382604183631463	0.5007359377829201	0.6165569764750688	2	1	0.9391603726233115	candidate_S1_high
C12ORF68	1	1	synovium	0.1358184710694801	0.5003611412532957	0.6168208097881285	1	0	0.9391603726233115	mixed_or_weak
SH2B2	2	1	synovium	0.07094046786981698	0.4998476917531742	0.6171823264406089	1	1	0.9391603726233115	mixed_or_weak
ADCK4	2	1	synovium	0.24044408386007254	0.49926505063912485	0.6175926728749467	1	1	0.9391603726233115	mixed_or_weak
COL15A1	4	2	meniscus;synovium	0.16622550836695116	0.49916793179915847	0.6176610840013022	3	1	0.9391603726233115	candidate_S1_high
TRAPPC8	2	2	meniscus;synovium	0.09555766626533246	0.4991156529260635	0.6176979109440127	1	1	0.9391603726233115	mixed_or_weak
LOC494127	1	1	cartilage	0.3965304741379678	0.49847647279820495	0.6181482479403717	1	0	0.9391603726233115	mixed_or_weak
MIR27A	1	1	cartilage	0.3025616240424345	0.49847647279820495	0.6181482479403717	1	0	0.9391603726233115	mixed_or_weak
SNORA9	1	1	cartilage	0.25141860634166086	0.49847647279820495	0.6181482479403717	1	0	0.9391603726233115	mixed_or_weak
MIR5087	1	1	cartilage	0.24285557066883098	0.49847647279820495	0.6181482479403717	1	0	0.9391603726233115	mixed_or_weak
SNORD49A	1	1	cartilage	0.11326309348955578	0.49847647279820495	0.6181482479403717	1	0	0.9391603726233115	mixed_or_weak
LINC00514	1	1	cartilage	0.09590688557608029	0.49847647279820495	0.6181482479403717	1	0	0.9391603726233115	mixed_or_weak
CYTH3	3	2	meniscus;synovium	0.16379636450229362	0.4984113679641192	0.6181941258752146	2	1	0.9391603726233115	candidate_S1_high
DTYMK	2	2	meniscus;synovium	0.24379053026270284	0.49823499904869606	0.6183184166229003	1	1	0.9391603726233115	mixed_or_weak
EFHD2	2	2	meniscus;synovium	0.21383401040085262	0.49823499904869606	0.6183184166229003	1	1	0.9391603726233115	mixed_or_weak
RAB40AL	3	2	cartilage;synovium	0.025293105568794827	0.4979595604768581	0.6185125456117155	2	1	0.9391603726233115	candidate_S1_high
CDH8	4	2	cartilage;synovium	0.2360153745271134	0.4973150045035771	0.6189669324346132	4	0	0.9391603726233115	candidate_S1_high
GBP1P1	3	3	cartilage;meniscus;synovium	0.12377830206687884	0.497277468154059	0.618993398587259	2	1	0.9391603726233115	candidate_S1_high
GGN	1	1	synovium	0.09436037221039086	0.4972096798669799	0.61904119604651	1	0	0.9391603726233115	mixed_or_weak
ADAM22	3	2	meniscus;synovium	0.09601090136013253	0.4971261595490009	0.6191000883615999	2	1	0.9391603726233115	candidate_S1_high
TMEM189-UBE2V1	1	1	synovium	0.32676448353371035	0.4970993516910518	0.6191189917871756	1	0	0.9391603726233115	mixed_or_weak
BC023651	1	1	synovium	0.2311191198725524	0.4970993516910518	0.6191189917871756	1	0	0.9391603726233115	mixed_or_weak
AK092541	1	1	synovium	0.20684384538514589	0.49706784284230915	0.6191412104147024	1	0	0.9391603726233115	mixed_or_weak
C19ORF71	1	1	synovium	0.08179164240480262	0.49706784284230915	0.6191412104147024	1	0	0.9391603726233115	mixed_or_weak
PNLIP	3	2	cartilage;synovium	0.23175740426117167	0.4969019525006683	0.6192581945850861	3	0	0.9391603726233115	candidate_S1_high
SIGLEC1	5	3	cartilage;meniscus;synovium	0.09113524053243652	0.4964221347255465	0.6195966114433329	2	3	0.9391603726233115	candidate_S1_high
RP11-382B18.4	1	1	synovium	0.196577457030353	0.4960783708246108	0.6198391186854187	1	0	0.9391603726233115	mixed_or_weak
PLEKHA8P1	2	1	synovium	0.6077984128697967	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
RPARP-AS1	2	1	synovium	0.5591404174353461	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
CTB-102L5.7	2	1	synovium	0.5060949276114408	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
TFF2	2	1	synovium	0.4775985821209264	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
ST3GAL2	2	1	synovium	0.41518372774836065	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
XYLT2	2	1	synovium	0.39912801093216677	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
DHX8	2	1	synovium	0.3918675724742978	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
LOC101060275	2	1	synovium	0.3825624594861589	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
SERTAD2	2	1	synovium	0.353837418036528	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
CHAF1A	2	1	synovium	0.32311590026893716	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
C10ORF12	2	1	synovium	0.30783906919773624	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
LOC102725136	2	1	synovium	0.2929789193070415	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
PRKCZ	2	1	synovium	0.23784614277649177	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
ZCCHC11	2	1	synovium	0.19588332949775594	0.4958157578500726	0.6200244061105022	2	0	0.9391603726233115	candidate_S1_high
ALPP	3	2	cartilage;synovium	0.14757248356713215	0.49577940286161776	0.6200500583904753	1	2	0.9391603726233115	mixed_or_weak
RP11-1109F11.5	1	1	synovium	0.5278446139169645	0.4956561164957269	0.6201370533713233	1	0	0.9391603726233115	mixed_or_weak
HLA-DQA2	3	3	cartilage;meniscus;synovium	0.14938513859267755	0.49557023047584986	0.6201976605596438	2	1	0.9391603726233115	candidate_S1_high
CEACAM8	3	2	cartilage;synovium	0.23481770274620573	0.49539585066850117	0.620320723095267	2	1	0.9391603726233115	candidate_S1_high
LOC158376	1	1	synovium	0.3102808182926373	0.49537521190161743	0.6203352888969387	1	0	0.9391603726233115	mixed_or_weak
LOC100506394	1	1	synovium	0.25427839699885	0.49537521190161743	0.6203352888969387	1	0	0.9391603726233115	mixed_or_weak
RP11-320P7.2	1	1	synovium	0.10338245153383346	0.495234938583811	0.6204342906816549	1	0	0.9391603726233115	mixed_or_weak
UCKL1-AS1	1	1	synovium	0.034548840798070496	0.495234938583811	0.6204342906816549	1	0	0.9391603726233115	mixed_or_weak
GUSBP5	1	1	synovium	0.2822097597736384	0.49509478436037774	0.6205332152811773	1	0	0.9391603726233115	mixed_or_weak
KBTBD12	1	1	synovium	0.26402972854990064	0.49509478436037774	0.6205332152811773	1	0	0.9391603726233115	mixed_or_weak
BIVM-ERCC5	1	1	synovium	0.10142902777973059	0.49509478436037774	0.6205332152811773	1	0	0.9391603726233115	mixed_or_weak
PSMD3	2	2	meniscus;synovium	0.2108291904802474	0.4950604823601681	0.6205574275960657	1	1	0.9391603726233115	mixed_or_weak
RP11-13N13.2	1	1	synovium	0.14266541815530379	0.4949547490628911	0.6206320627954305	1	0	0.9391603726233115	mixed_or_weak
TRIM7	1	1	synovium	0.0661923944068891	0.49481483252325775	0.6207308333241583	1	0	0.9391603726233115	mixed_or_weak
RBFOX1	4	2	cartilage;synovium	0.07984538517548836	0.49479738917688487	0.6207431474910935	3	1	0.9391603726233115	candidate_S1_high
ZNF117	3	2	meniscus;synovium	0.3174784573600141	0.49472881251654716	0.6207915603584448	2	1	0.9391603726233115	candidate_S1_high
OXER1	1	1	synovium	0.5319423650346676	0.49467503457371753	0.6208295269669246	1	0	0.9391603726233115	mixed_or_weak
C17ORF72	1	1	synovium	0.28536507233226677	0.49467503457371753	0.6208295269669246	1	0	0.9391603726233115	mixed_or_weak
RTTN	1	1	synovium	0.7375995082717003	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
TTC14	1	1	synovium	0.7287906688804273	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
CCDC66	1	1	synovium	0.51565640647066	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
AASDH	1	1	synovium	0.5020256443291298	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
CGRRF1	1	1	synovium	0.501830912381821	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
ABCD3	1	1	synovium	0.48447525039472916	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
LOC653501	1	1	synovium	0.4829538544321621	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
ZNF268	1	1	synovium	0.45929471267957267	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
ERI2	1	1	synovium	0.431843826124484	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
CCDC28A	1	1	synovium	0.4268911364916125	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
LRRK2	1	1	synovium	0.4264539771707836	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
ATF2	1	1	synovium	0.421810356198294	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
ABHD13	1	1	synovium	0.41951272955700103	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
NUP37	1	1	synovium	0.4147530683659527	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
RP11-379B8.1	1	1	synovium	0.4113652840911448	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
LCORL	1	1	synovium	0.41022413440858274	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
MCTS1	1	1	synovium	0.40935160744866816	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
IPO11	1	1	synovium	0.4070775716551978	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
C3ORF38	1	1	synovium	0.38388197807137825	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
SLC35A1	1	1	synovium	0.36394361538812636	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
FBXL5	1	1	synovium	0.3637110191549974	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
ZNF546	1	1	synovium	0.35836264462355477	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
LARP4	1	1	synovium	0.32138817542941867	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
PSMC6	1	1	synovium	0.30312986245675266	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
ZFAND6	1	1	synovium	0.2904483466610136	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
AX747756	1	1	synovium	0.2897703481849948	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
FUNDC1	1	1	synovium	0.2803485601411996	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
AP1S2	1	1	synovium	0.25743615717664736	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
RABEP2	1	1	synovium	0.25420216420898967	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
RP11-350F4.2	1	1	synovium	0.24004624234487915	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
UFSP2	1	1	synovium	0.24002675178414257	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
GBE1	1	1	synovium	0.23668506310528822	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
AZI1	1	1	synovium	0.1866411309479616	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
FASN	1	1	synovium	0.176827353201458	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
PRR12	1	1	synovium	0.1714755379444751	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
ARMC5	1	1	synovium	0.16557341081248406	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
HELZ2	1	1	synovium	0.15848307095948044	0.4945353550468403	0.6209281438231145	1	0	0.9391603726233115	mixed_or_weak
KCNQ4	4	2	cartilage;synovium	0.15635199654752124	0.49445656990832876	0.6209837708901628	2	2	0.9391603726233115	candidate_S1_high
SCGN	4	3	cartilage;meniscus;synovium	0.18638320066569808	0.4943344674450721	0.6210699868868997	2	2	0.9391603726233115	candidate_S1_high
LOC102723620	2	1	synovium	0.16806074914199726	0.49384008615076364	0.6214191204640066	1	1	0.9391603726233115	mixed_or_weak
ZFAND1	3	2	meniscus;synovium	-0.017533810134989218	0.4938161045787862	0.6214360584917187	2	1	0.9391603726233115	S2_high_or_inverse
WNT9A	2	2	cartilage;synovium	0.1866952620241125	0.4935385427816834	0.621632113170878	1	1	0.9391603726233115	mixed_or_weak
PARP11	2	1	synovium	0.2845100523718696	0.4933383747714201	0.6217735177242503	1	1	0.9391603726233115	mixed_or_weak
JUP	2	1	synovium	0.1441977448901471	0.4933383747714201	0.6217735177242503	1	1	0.9391603726233115	mixed_or_weak
PARG	2	1	synovium	0.13877739444638557	0.4933383747714201	0.6217735177242503	1	1	0.9391603726233115	mixed_or_weak
KLHL29	2	1	synovium	0.13731965327155313	0.4933383747714201	0.6217735177242503	1	1	0.9391603726233115	mixed_or_weak
PPAP2B	2	1	synovium	-0.07197650319846853	0.4933383747714201	0.6217735177242503	1	1	0.9391603726233115	S2_high_or_inverse
KLHL33	2	2	cartilage;synovium	-0.03672315767813427	0.49296020792915124	0.6220407039823224	1	1	0.9395013868523204	S2_high_or_inverse
GCSAM	2	2	cartilage;synovium	0.38612359048968037	0.49233019428289065	0.6224859381964668	2	0	0.9398547196795122	candidate_S1_high
LOC442132	1	1	cartilage	0.28126211297535714	0.4919245988516209	0.6227726478785269	1	0	0.9398547196795122	mixed_or_weak
KIRREL3-AS3	1	1	cartilage	0.26995069161185514	0.4919245988516209	0.6227726478785269	1	0	0.9398547196795122	mixed_or_weak
LOC339505	1	1	cartilage	0.11029953543503299	0.4919245988516209	0.6227726478785269	1	0	0.9398547196795122	mixed_or_weak
TBX21	4	2	cartilage;synovium	-0.004442719207523447	0.4914969686636017	0.6230749955754817	2	2	0.9398547196795122	S2_high_or_inverse
GPR50	3	3	cartilage;meniscus;synovium	-0.07055454797319242	0.4913762485302756	0.6231603599279838	1	2	0.9398547196795122	S2_high_or_inverse
FGF14-IT1	2	2	cartilage;synovium	0.12556880644282484	0.4913197974020388	0.6232002797296957	1	1	0.9398547196795122	mixed_or_weak
LHB	1	1	cartilage	0.42404675674888825	0.49122258839327165	0.623269024340456	1	0	0.9398547196795122	mixed_or_weak
C9ORF174	1	1	cartilage	0.3211416143229549	0.49122258839327165	0.623269024340456	1	0	0.9398547196795122	mixed_or_weak
SCARNA27	1	1	cartilage	0.2087637002783925	0.49122258839327165	0.623269024340456	1	0	0.9398547196795122	mixed_or_weak
KCNG2	3	2	cartilage;synovium	0.16116089410667384	0.49116333821795494	0.6233109266993104	2	1	0.9398554281605396	candidate_S1_high
WFDC13	2	2	cartilage;meniscus	0.17162584916618673	0.4904159590174232	0.6238395859457333	2	0	0.940527526757478	candidate_S1_high
IFT20	3	2	cartilage;synovium	0.16141020639087492	0.49018357641656357	0.6240040014636676	2	1	0.9407128842428282	candidate_S1_high
BLK	4	2	cartilage;synovium	0.06075099507225882	0.4898420492207527	0.624245673038947	2	2	0.940952146136984	candidate_S1_high
APC2	3	1	synovium	0.21234955780696868	0.4896137814043213	0.6244072225237648	2	1	0.941133118653095	candidate_S1_high
MCM10	5	3	cartilage;meniscus;synovium	0.15693307893998237	0.48881036230752833	0.6249759611048687	3	2	0.9418359356910875	candidate_S1_high
SPINT2	2	2	meniscus;synovium	0.24196924489861965	0.4885808065413167	0.6251385041644291	1	1	0.9418359356910875	mixed_or_weak
PLK5	1	1	cartilage	0.24113355526051003	0.48848595100863446	0.6252056744681889	1	0	0.9418359356910875	mixed_or_weak
LINC00617	1	1	cartilage	0.1754589705649969	0.48848595100863446	0.6252056744681889	1	0	0.9418359356910875	mixed_or_weak
SPIC	1	1	cartilage	0.1084248722703807	0.48848595100863446	0.6252056744681889	1	0	0.9418359356910875	mixed_or_weak
