gene	n_datasets	n_tissues	tissues	weighted_delta_s1_minus_s2	stouffer_z	p_value	n_positive_datasets	n_negative_datasets	fdr	evidence_tier
KB-208E9.1	1	1	synovium	1.2297488032513186	2.8756211390412325	0.004032333828436083	1	0	0.26369505936611715	mixed_or_weak
SCAMP3	1	1	meniscus	1.843267594804318	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
COX8A	1	1	meniscus	1.8294269920845523	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
PFN2	1	1	meniscus	1.8269123554825442	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
PRDX2	1	1	meniscus	1.8251207531925868	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
PAPSS1	1	1	meniscus	1.821016142206266	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
LNC-ZAP70-1	1	1	meniscus	1.8209861576838806	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
SIVA1	1	1	meniscus	1.7994823725822293	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
EIF3L	1	1	meniscus	1.7971800435597507	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
ZDHHC4	1	1	meniscus	1.7939235357618708	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
SLC25A6	1	1	meniscus	1.7934081470423926	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
LNC-C8ORF83-2	1	1	meniscus	1.7932856314240198	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
NDUFC1	1	1	meniscus	1.7704656391587865	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
P3H4	1	1	meniscus	1.7692924156722796	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
PRKCSH	1	1	meniscus	1.7690393770949544	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
PLOD1	1	1	meniscus	1.7606234878161016	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
NGFRAP1	1	1	meniscus	1.7540792210927554	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
MIF-AS1	1	1	meniscus	1.7388789062941463	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
DYNC1I1	1	1	meniscus	1.7386866503194482	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
LNC-CCDC59-1	1	1	meniscus	1.7345942892208273	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
GPX8	1	1	meniscus	1.7343917722199134	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
P3H2	1	1	meniscus	1.7279447470664602	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
SND1	1	1	meniscus	1.7230853890893623	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
PSMB4	1	1	meniscus	1.7194987847353815	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
SF3B5	1	1	meniscus	1.718546474443388	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
ARL2BP	1	1	meniscus	1.715183231546185	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
NOMO1	1	1	meniscus	1.7134356560162924	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
SSR4	1	1	meniscus	1.7033278578631916	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
LNC-RP1-177G6.2.1-2	1	1	meniscus	1.6950127832374577	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
EFTUD2	1	1	meniscus	1.689498029335416	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
LNC-NT5DC2-1	1	1	meniscus	1.6857493543221078	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
GUSB	1	1	meniscus	1.6852503639503065	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
UQCRFS1	1	1	meniscus	1.681819703272235	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
SLC12A6	1	1	meniscus	1.680629444909257	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
TOM1	1	1	meniscus	1.6760274836122264	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
RABAC1	1	1	meniscus	1.672392715201014	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
LNC-UCHL3-1	1	1	meniscus	1.66329515816102	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
EIF3H	1	1	meniscus	1.6586827729373073	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
DOK1	1	1	meniscus	1.656401734889115	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
MRPL2	1	1	meniscus	1.6553902967805196	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
SDF4	1	1	meniscus	1.651706681148433	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
C12ORF57	1	1	meniscus	1.6467305145195055	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
NDUFB2	1	1	meniscus	1.6449461658657267	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
CDK2AP1	1	1	meniscus	1.6448943732990384	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
DDX19A	1	1	meniscus	1.6431882244900469	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
MRPL17	1	1	meniscus	1.6395167337263339	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
TFG	1	1	meniscus	1.6356971444738402	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
MYDGF	1	1	meniscus	1.6293040400600303	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
NANS	1	1	meniscus	1.6285031789076045	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
DNAJC2	1	1	meniscus	1.627415956944431	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
KDELR2	1	1	meniscus	1.62635621795642	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
PARK7	1	1	meniscus	1.6253168292716074	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
ERGIC3	1	1	meniscus	1.6186295656288274	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
AHCYL1	1	1	meniscus	1.618510946606101	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
NDUFA11	1	1	meniscus	1.617673998493917	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
OST4	1	1	meniscus	1.6166033527784407	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
IMPDH2	1	1	meniscus	1.6148848625640069	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
FAM71E1	1	1	meniscus	1.6117433704637774	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
DPP9	1	1	meniscus	1.6105934564257582	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
MRPL3	1	1	meniscus	1.605980404789988	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
QARS	1	1	meniscus	1.6000484013469738	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
CLNS1A	1	1	meniscus	1.5956577097449451	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
SYAP1	1	1	meniscus	1.5926439989212535	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
POLR2I	1	1	meniscus	1.5891462127430844	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
EIF3K	1	1	meniscus	1.5819394174234276	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
LNC-PPHLN1-3	1	1	meniscus	1.5797621103178385	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
AUP1	1	1	meniscus	1.5761078302037468	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
CCT4	1	1	meniscus	1.570769742263113	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
ACLY	1	1	meniscus	1.5697994994085929	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
AP2M1	1	1	meniscus	1.5674347863821287	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
RPL13	1	1	meniscus	1.555495764327004	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
CNOT1	1	1	meniscus	1.5486580912857721	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
NCBP2	1	1	meniscus	1.548173683570006	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
DANCR	1	1	meniscus	1.5479155462050413	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
ATP6V1C2	1	1	meniscus	1.5477774047753527	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
RFTN2	1	1	meniscus	1.538528258957592	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
LNC-AGAP2-2	1	1	meniscus	1.5366673364881467	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
ARL2	1	1	meniscus	1.5339802210824653	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
COPZ2	1	1	meniscus	1.5334032939049755	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
ATP5B	1	1	meniscus	1.5244398693659706	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
RPLP0	1	1	meniscus	1.5207412831761278	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
FBXO9	1	1	meniscus	1.5071110057450676	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
C19ORF43	1	1	meniscus	1.5035568891895608	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
TMEM59	1	1	meniscus	1.500007353530905	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
RHOBTB3	1	1	meniscus	1.4987923756404742	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
RQCD1	1	1	meniscus	1.4907178729819868	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
SRP72	1	1	meniscus	1.4851214764984628	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
TOR1AIP1	1	1	meniscus	1.4826528833386843	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
CHID1	1	1	meniscus	1.4801561336096452	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
NRP1	1	1	meniscus	1.4797896681126295	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
MRPS30	1	1	meniscus	1.4767060802548033	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
LNC-C1ORF31-4	1	1	meniscus	1.4716666295546679	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
CD2AP	1	1	meniscus	1.46597738547449	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
UBALD2	1	1	meniscus	1.4485418547745983	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
SPARC	1	1	meniscus	1.4457642806506599	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
OSTF1	1	1	meniscus	1.4410744890765514	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
RHBDD2	1	1	meniscus	1.4238356026362469	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
SBDS	1	1	meniscus	1.4234577406877906	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
CSDE1	1	1	meniscus	1.4080778605722724	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
LNC-SGTB-2	1	1	meniscus	1.3827859781702596	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
PSME1	1	1	meniscus	1.3503224372418183	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
DROSHA	1	1	meniscus	1.2193280578968815	2.8749899143315036	0.004040404040404035	1	0	0.26369505936611715	mixed_or_weak
LOC441455	1	1	synovium	1.2298958812042042	2.8731762290293807	0.00406367366916838	1	0	0.26369505936611715	mixed_or_weak
LINC00535	1	1	synovium	1.0350798197125473	2.8731762290293807	0.00406367366916838	1	0	0.26369505936611715	mixed_or_weak
RP3-449M8.6	1	1	synovium	1.1584209032461297	2.8715497492901907	0.004084644829261529	1	0	0.26369505936611715	mixed_or_weak
BCL2L2-PABPN1	1	1	synovium	1.090927092745516	2.8715497492901907	0.004084644829261529	1	0	0.26369505936611715	mixed_or_weak
KIF5C	1	1	synovium	1.0172345798976108	2.8715497492901907	0.004084644829261529	1	0	0.26369505936611715	mixed_or_weak
TPX2	4	2	cartilage;synovium	0.7635660858459824	2.871178000274549	0.004089451777283189	4	0	0.26369505936611715	candidate_S1_high
BC069257	1	1	synovium	1.2808676432603354	2.869115200527561	0.0041162184783163965	1	0	0.26369505936611715	mixed_or_weak
AK096792	1	1	synovium	1.2036029227002738	2.869115200527561	0.0041162184783163965	1	0	0.26369505936611715	mixed_or_weak
DKFZP547H118	1	1	synovium	0.9964059022201684	2.869115200527561	0.0041162184783163965	1	0	0.26369505936611715	mixed_or_weak
AL137522	1	1	synovium	1.1699080641896682	2.8683050592716737	0.0041267742053858044	1	0	0.26369505936611715	mixed_or_weak
AK091028	1	1	synovium	1.0855359322848703	2.8683050592716737	0.0041267742053858044	1	0	0.26369505936611715	mixed_or_weak
CELF6	1	1	synovium	1.0675303102263336	2.8683050592716737	0.0041267742053858044	1	0	0.26369505936611715	mixed_or_weak
AX746750	1	1	synovium	1.0653334693927239	2.8683050592716737	0.0041267742053858044	1	0	0.26369505936611715	mixed_or_weak
C1RL-AS1	1	1	synovium	1.05198345836364	2.8683050592716737	0.0041267742053858044	1	0	0.26369505936611715	mixed_or_weak
EME1	3	3	cartilage;meniscus;synovium	0.8204265891213431	2.8661137723414	0.004155448740900663	2	1	0.26478145853536694	candidate_S1_high
TRPV2	2	1	synovium	1.0690425758441104	2.856732958039414	0.004280257796655097	2	0	0.2716607186982243	candidate_S1_high
C1ORF233	3	3	cartilage;meniscus;synovium	0.8878553636911798	2.8562064338878423	0.004287362779666915	3	0	0.2716607186982243	candidate_S1_high
CHI3L1	4	2	meniscus;synovium	0.8734071953210937	2.8514069212562925	0.004352622753131766	4	0	0.2750113216858786	candidate_S1_high
TAS2R60	1	1	synovium	1.2680037885234379	2.8502464436816033	0.004368536599360018	1	0	0.2750113216858786	mixed_or_weak
HIST1H2AI	2	2	cartilage;meniscus	1.1191302892640176	2.8487184591523556	0.00438957057597491	2	0	0.2750113216858786	candidate_S1_high
SMOC2	2	2	meniscus;synovium	1.1245010574900849	2.8483702006381133	0.004394377470970583	2	0	0.2750113216858786	candidate_S1_high
IVNS1ABP	3	2	meniscus;synovium	1.015738950009257	2.8479010843245764	0.00440086006753544	3	0	0.2750113216858786	candidate_S1_high
RP1-28C20.1	2	1	synovium	1.335690437959115	2.844257093607787	0.004451511332055705	2	0	0.27625572236893464	candidate_S1_high
FZD10	4	2	meniscus;synovium	0.7352354474482664	2.8434271660639867	0.004463120884216592	3	1	0.27625572236893464	candidate_S1_high
RP11-572O17.1	1	1	synovium	1.1591273310988846	2.8433749971150823	0.004463851572205637	1	0	0.27625572236893464	mixed_or_weak
ENPP6	2	2	meniscus;synovium	0.9484114268213065	2.8429728820978295	0.0044694873086492245	2	0	0.27625572236893464	candidate_S1_high
DQ580766	1	1	synovium	1.1581951026484558	2.840956132366663	0.004497849902724403	1	0	0.2772533347646749	mixed_or_weak
RP5-884M6.1	1	1	synovium	1.1911237680223468	2.8393469812138497	0.004520597079994356	1	0	0.2779003364839891	mixed_or_weak
NOD2	3	1	synovium	0.8798713491032438	2.8381936897451907	0.004536964222340333	3	0	0.27815269302585977	candidate_S1_high
AK074469	1	1	synovium	1.1159479845423745	2.8361368648893133	0.004566287311311396	1	0	0.2791958527487539	mixed_or_weak
ASPM	4	2	cartilage;synovium	0.7850205077985979	2.83503692801561	0.00458203888927167	4	0	0.27940583377483486	candidate_S1_high
ALDH8A1	3	1	synovium	0.9640075027350492	2.8307232966301963	0.0046442880221652565	3	0	0.28139324965987744	candidate_S1_high
GBAP1	3	2	meniscus;synovium	0.6689063993566771	2.823004256749771	0.004757593992924657	2	1	0.28139324965987744	candidate_S1_high
CNIH3	2	1	synovium	1.2220662286712547	2.8220927315035875	0.0047711379188934075	2	0	0.28139324965987744	candidate_S1_high
PRM2	2	1	synovium	1.1908144022292975	2.8220927315035875	0.0047711379188934075	2	0	0.28139324965987744	candidate_S1_high
SPINT1	3	2	meniscus;synovium	0.8746318837178272	2.8215592567025825	0.004779080748581764	3	0	0.28139324965987744	candidate_S1_high
FAM210A	2	2	meniscus;synovium	1.0655246845934827	2.820352048372233	0.00479709889674109	2	0	0.28139324965987744	candidate_S1_high
UNC5B	4	2	meniscus;synovium	0.7686396724928497	2.8189579262352193	0.004817983293011691	3	1	0.28139324965987744	candidate_S1_high
PLA2G2A	4	3	cartilage;meniscus;synovium	0.6602366807460898	2.8180477363569194	0.004831662583107356	4	0	0.28139324965987744	candidate_S1_high
RP1-90L6.3	1	1	synovium	1.1483893370510923	2.815914720416225	0.004863857562901707	1	0	0.28139324965987744	mixed_or_weak
LINC00342	2	1	synovium	1.1715300835793518	2.815351673399921	0.004872388308136895	2	0	0.28139324965987744	candidate_S1_high
PKP1	2	1	synovium	0.9297307755082467	2.814762523934637	0.004881329021903602	2	0	0.28139324965987744	candidate_S1_high
MRC2	2	2	meniscus;synovium	0.9715702943394152	2.8146941345654577	0.004882367834426777	2	0	0.28139324965987744	candidate_S1_high
TIMP3	3	2	meniscus;synovium	0.879288298479807	2.813869056579871	0.00489491627378484	3	0	0.28139324965987744	candidate_S1_high
TNFRSF12A	4	3	cartilage;meniscus;synovium	0.8183109046477632	2.812081422128847	0.004922204169085832	4	0	0.28139324965987744	candidate_S1_high
BC040646	1	1	synovium	1.291305543210473	2.8111107680061274	0.0049370785869438626	1	0	0.28139324965987744	mixed_or_weak
RP11-488C13.5	1	1	synovium	1.1668838819225693	2.810312497148628	0.004949341835288258	1	0	0.28139324965987744	mixed_or_weak
RP11-108L7.15	1	1	synovium	1.1331513938631788	2.810312497148628	0.004949341835288258	1	0	0.28139324965987744	mixed_or_weak
RRM2	3	2	cartilage;synovium	0.9122634944599579	2.808600350936099	0.004975737235156891	3	0	0.28139324965987744	candidate_S1_high
POLR2G	2	2	meniscus;synovium	1.3475558860562564	2.8084573230794936	0.004977947983227627	2	0	0.28139324965987744	candidate_S1_high
GLTSCR2	2	2	meniscus;synovium	1.1283854053447298	2.8084573230794936	0.004977947983227627	2	0	0.28139324965987744	candidate_S1_high
COA4	2	2	meniscus;synovium	1.124242607880566	2.8084573230794936	0.004977947983227627	2	0	0.28139324965987744	candidate_S1_high
AK096219	1	1	synovium	1.1102530934818955	2.8055371113754735	0.005023279648318244	1	0	0.28139324965987744	mixed_or_weak
