k	program	mean_usage	median_usage	q95_usage	dominant_sample	dominant_sample_fraction	dominant_disease_status	dominant_disease_fraction	n_samples_detected
20	17	0.00378967684135658	0.0	0.015247844247076495	MenNorm4	0.16574560583907055	normal	0.625772377463557	14
20	18	0.00252545749514833	0.0	0.009555478373954322	MenOA4	0.2431458194293084	OA	0.6707764172657117	14
20	19	0.002159931151471824	0.0	0.007875713989662386	MenOA4	0.2348710296297853	OA	0.5904532214342465	14
20	20	0.001618536054357026	0.0	0.006330379883567726	MenOA1	0.15454532050322578	OA	0.5179067285353578	14
22	1	0.12442800710438445	0.09069353417938336	0.3962480090654686	MenOA4	0.11372206612813543	OA	0.5708308025829496	14
22	2	0.13201488055151867	0.07272011137389846	0.4942915380569771	MenNorm3	0.24085345341419687	normal	0.6707902789903017	14
22	3	0.10597721844142416	0.022256731732904288	0.5307475424805715	MenNorm4	0.24577215798138288	normal	0.8394471797786026	14
22	4	0.07491530164887385	0.01180108090238045	0.3727796435626018	MenNorm1VAS	0.3235473529556344	normal	0.9091932830859356	14
22	5	0.07003773121728973	0.010954448119172646	0.3197088178872126	MenOA2	0.2083859493560361	OA	0.7401431796809164	14
22	6	0.06166814716191912	0.006716304663694779	0.2749981998622783	MenNorm7	0.2731239498463911	normal	0.6300258441339331	14
22	7	0.05091490010521035	0.0	0.3292744971678569	MenNorm7	0.17110635653877476	normal	0.6913900130092289	14
22	8	0.04592659913625637	0.0	0.2656069373936007	MenNorm6	0.28703012628444236	normal	0.5160957049520656	14
22	9	0.05346167276901164	0.023168917399200042	0.2081284827871175	MenNorm5	0.13350825967143545	normal	0.6247259177294092	14
22	10	0.04423543986289371	0.0	0.24941703589118483	MenNorm5	0.35378246767169375	normal	0.8028424569317446	14
22	11	0.04500029556452689	0.0	0.3512388353652329	MenNorm6	0.2544302777833325	normal	0.572764296127985	14
22	12	0.041841457003535885	0.0	0.21668148846159443	MenNorm3	0.12176195833289645	normal	0.5350103105030286	14
22	13	0.04129158106735156	0.0	0.2187159286959992	MenOA5	0.25340127509759014	OA	0.8409128417766093	14
