fibro_leiden	signature	gene	present	matched_var_name	mean_expression	fraction_expressing
1	outer_zone_fibrous_like	DCN	True	DCN	4.9950432777404785	0.9998478161619236
2	outer_zone_fibrous_like	DCN	True	DCN	4.564331531524658	0.9982964224872232
3	outer_zone_fibrous_like	DCN	True	DCN	4.457997798919678	0.9977827050997783
4	outer_zone_fibrous_like	DCN	True	DCN	4.553311824798584	0.9982326478149101
5	outer_zone_fibrous_like	DCN	True	DCN	3.72278094291687	0.9884231536926148
6	outer_zone_fibrous_like	DCN	True	DCN	4.539035320281982	0.999689633767846
7	outer_zone_fibrous_like	DCN	True	DCN	4.4708404541015625	0.9997725722083238
8	outer_zone_fibrous_like	DCN	True	DCN	4.50982141494751	0.9997953336062219
9	outer_zone_fibrous_like	DCN	True	DCN	5.062560558319092	1.0
10	outer_zone_fibrous_like	DCN	True	DCN	5.392570495605469	0.9998471415469276
11	outer_zone_fibrous_like	DCN	True	DCN	2.9699621200561523	0.9778403095321843
12	outer_zone_fibrous_like	DCN	True	DCN	5.188063621520996	1.0
13	outer_zone_fibrous_like	DCN	True	DCN	5.155952453613281	0.9998038446449589
14	outer_zone_fibrous_like	DCN	True	DCN	4.925993919372559	0.999644128113879
15	outer_zone_fibrous_like	DCN	True	DCN	3.142439365386963	0.9882463563704749
16	outer_zone_fibrous_like	DCN	True	DCN	5.148186683654785	0.9997421683640583
17	outer_zone_fibrous_like	DCN	True	DCN	4.18356990814209	0.9971974522292993
18	outer_zone_fibrous_like	DCN	True	DCN	5.240764141082764	1.0
0	outer_zone_fibrous_like	LUM	True	LUM	2.1408863067626953	0.8756444305577253
1	outer_zone_fibrous_like	LUM	True	LUM	2.6032276153564453	0.9560188707959215
2	outer_zone_fibrous_like	LUM	True	LUM	1.3942469358444214	0.8496592844974447
3	outer_zone_fibrous_like	LUM	True	LUM	2.732173204421997	0.9702248970541654
4	outer_zone_fibrous_like	LUM	True	LUM	1.0833344459533691	0.6270886889460154
5	outer_zone_fibrous_like	LUM	True	LUM	1.2356301546096802	0.6610778443113773
6	outer_zone_fibrous_like	LUM	True	LUM	2.463031768798828	0.9587212911235258
7	outer_zone_fibrous_like	LUM	True	LUM	3.6167144775390625	0.998408005458267
8	outer_zone_fibrous_like	LUM	True	LUM	3.77360463142395	0.9963160049119935
9	outer_zone_fibrous_like	LUM	True	LUM	4.466955661773682	1.0
10	outer_zone_fibrous_like	LUM	True	LUM	4.292255401611328	0.9987771323754203
11	outer_zone_fibrous_like	LUM	True	LUM	2.8885672092437744	0.9834681674287724
12	outer_zone_fibrous_like	LUM	True	LUM	3.0558295249938965	0.9686919228020014
13	outer_zone_fibrous_like	LUM	True	LUM	3.5290439128875732	0.9960768928991761
14	outer_zone_fibrous_like	LUM	True	LUM	2.3754591941833496	0.9494661921708185
15	outer_zone_fibrous_like	LUM	True	LUM	3.483916997909546	0.9849553361542078
16	outer_zone_fibrous_like	LUM	True	LUM	4.042006015777588	0.9940698723733402
17	outer_zone_fibrous_like	LUM	True	LUM	3.863797187805176	0.9959235668789809
18	outer_zone_fibrous_like	LUM	True	LUM	4.118607521057129	0.998582291532414
0	outer_zone_fibrous_like	TNMD	True	TNMD	0.0	0.0
1	outer_zone_fibrous_like	TNMD	True	TNMD	0.006465539801865816	0.005174250494597474
2	outer_zone_fibrous_like	TNMD	True	TNMD	0.0006073361728340387	0.0008517887563884157
3	outer_zone_fibrous_like	TNMD	True	TNMD	0.026639986783266068	0.015837820715869498
4	outer_zone_fibrous_like	TNMD	True	TNMD	0.0015841835411265492	0.0011246786632390746
5	outer_zone_fibrous_like	TNMD	True	TNMD	0.010765248909592628	0.006387225548902195
6	outer_zone_fibrous_like	TNMD	True	TNMD	0.02711961604654789	0.02079453755431409
7	outer_zone_fibrous_like	TNMD	True	TNMD	0.029636753723025322	0.017966795542415284
8	outer_zone_fibrous_like	TNMD	True	TNMD	0.01268428098410368	0.010233319688907082
9	outer_zone_fibrous_like	TNMD	True	TNMD	0.0013763454044237733	0.002105263157894737
10	outer_zone_fibrous_like	TNMD	True	TNMD	0.0008317522006109357	0.0007642922653622745
11	outer_zone_fibrous_like	TNMD	True	TNMD	0.00017117991228587925	0.00035174111853675694
